UserID,Age,Email,Pays,Produit,Catégorie,Prix,DateAchat
CUST0352,54,user352@,France,PRD003,Électronique,60.21,2023-10-04
CUST0353,26,user353@,USA,PRD017,Électronique,69.96,2023-07-23
CUST0354,21,user354@,France,PRD003,Alimentation,48.79,2023-07-13
CUST0355,53,user355@hotmail.com,France,PRD026,Sport,28.97,2023-06-18
CUST0356,19,user356@,France,PRD016,Alimentation,18.37,2023-06-01
CUST0357,50,user357@hotmail.com,Belgique,PRD011,Alimentation,50.72,2023-02-04
CUST0358,69,user358@gmail.com,Canada,PRD021,Alimentation,54.84,2023-07-03
CUST0359,49,user359@yaho.com,France,PRD016,Électronique,30.61,2023-10-13
CUST0360,39,user360@yaho.com,,PRD009,Électronique,64.52,2023-02-26
CUST0361,53,user361@gmail.com,Belgique,PRD021,Alimentation,40.82,2023-08-10
CUST0362,43,user362@hotmail.com,Canada,PRD000,Électronique,16.87,
CUST0363,47,user363@yaho.com,Belgique,PRD021,Sport,75.13,2023-06-12
CUST0364,69,user364@hotmail.com,Belgique,PRD025,Alimentation,72.88,2023-01-19
CUST0365,39,user365@hotmail.com,Canada,PRD023,Électronique,9.69,2023-09-21
CUST0366,-1,user366@hotmail.com,France,PRD026,Maison,38.75,2023-10-09
CUST0367,67,user367@gmail.com,France,PRD017,Alimentation,37.97,2023-04-23
CUST0368,28,user368@gmail.com,USA,PRD017,Alimentation,82.79,2023-01-30
CUST0369,21,user369@hotmail.com,USA,PRD013,Sport,48.01,2023-05-15
CUST0370,23,user370@,Belgique,PRD014,Mode,20.08,2023-03-08
CUST0371,18,user371@gmail.com,France,PRD028,Mode,67.64,2023-03-06
CUST0372,23,user372@,Canada,PRD011,Sport,25.38,2023-10-19
CUST0373,55,user373@,Belgique,PRD003,Sport,44.79,2023-01-25
CUST0374,21,user374@hotmail.com,France,PRD026,Sport,34.6,2023-02-06
CUST0375,35,user375@,France,PRD002,Mode,38.79,2023-01-01
CUST0376,64,user376@,,PRD019,Sport,68.75,2023-02-06
CUST0377,19,user377@,Canada,PRD028,Électronique,80.43,2023-05-21
CUST0378,62,user378@hotmail.com,France,PRD011,Alimentation,24.51,2023-08-20
CUST0379,33,user379@hotmail.com,France,PRD006,Alimentation,-10.0,2023-05-16
CUST0380,24,user380@gmail.com,France,PRD028,Maison,35.34,2023-07-07
CUST0381,56,user381@gmail.com,Canada,PRD010,Maison,35.97,2023-05-08
CUST0382,52,user382@,France,PRD000,Alimentation,59.81,2023-07-20
CUST0383,66,user383@hotmail.com,France,PRD005,Électronique,29.44,2023-05-07
CUST0384,58,user384@hotmail.com,,PRD014,Mode,59.41,2023-09-14
CUST0385,61,user385@,France,PRD014,Mode,64.6,2023-06-13
CUST0386,33,user386@gmail.com,Canada,PRD018,Électronique,41.35,2023-02-04
CUST0387,27,user387@hotmail.com,France,PRD010,Mode,76.54,2023-07-13
CUST0388,59,user388@gmail.com,France,PRD025,Sport,24.54,2023-07-10
CUST0389,62,user389@,France,PRD022,Alimentation,76.91,2023-04-14
CUST0390,200,user390@hotmail.com,,PRD025,Alimentation,11.12,2023-01-23
CUST0391,40,user391@,USA,PRD001,Électronique,103.99,2023-09-22
CUST0392,38,user392@yaho.com,USA,PRD013,Mode,41.88,2023-10-17
CUST0393,60,user393@,Belgique,PRD001,Maison,26.75,2023-09-17
CUST0394,36,user394@,Canada,PRD028,Maison,45.35,2023-03-16
CUST0395,68,user395@,France,PRD003,Mode,29.07,2023-03-13
CUST0396,64,user396@hotmail.com,France,PRD016,Maison,57.74,2023-09-16
CUST0397,41,user397@,USA,PRD002,Électronique,77.35,2023-07-07
CUST0398,59,user398@,France,PRD012,Électronique,30.13,2023-06-22
CUST0399,59,user399@yaho.com,France,PRD008,Mode,61.59,2023-10-17
CUST0400,23,user400@hotmail.com,France,PRD006,Maison,19.35,2023-02-14
CUST0401,67,user401@yaho.com,France,PRD014,Électronique,70.66,2023-03-02
CUST0402,45,user402@,France,PRD022,Électronique,58.32,2023-03-24
CUST0403,63,user403@hotmail.com,Canada,PRD028,Sport,71.52,2023-05-03
CUST0404,35,user404@yaho.com,Belgique,PRD028,Sport,47.55,2023-01-16
CUST0405,67,user405@,USA,PRD010,Électronique,41.3,2023-03-07
CUST0406,39,user406@gmail.com,USA,PRD019,Mode,66.32,2023-05-25
CUST0407,18,user407@yaho.com,Belgique,PRD001,Alimentation,-10.0,2023-06-11
CUST0408,67,user408@hotmail.com,France,PRD014,Alimentation,15.14,2023-08-22
CUST0409,22,user409@yaho.com,Belgique,PRD013,Électronique,49.9,2023-05-24
CUST0410,35,user410@yaho.com,Canada,PRD019,Électronique,42.21,2023-07-07
CUST0411,-1,user411@yaho.com,France,PRD021,Électronique,61.08,2023-01-13
CUST0412,-1,user412@gmail.com,Canada,PRD010,Mode,71.83,2023-07-03
CUST0413,49,user413@hotmail.com,Belgique,PRD026,Sport,60.66,2023-04-21
CUST0414,52,user414@hotmail.com,Canada,PRD002,Électronique,70.24,2023-10-17
CUST0415,42,user415@hotmail.com,Belgique,PRD016,Électronique,56.42,2023-10-22
CUST0416,34,user416@,France,PRD029,Maison,59.89,2023-08-03
CUST0417,35,user417@hotmail.com,USA,PRD011,Mode,47.67,2023-04-30
CUST0418,54,user418@hotmail.com,,PRD023,Électronique,59.3,2023-02-24
CUST0419,59,user419@gmail.com,France,PRD027,Maison,53.33,2023-01-27
CUST0420,61,user420@,USA,PRD028,Alimentation,56.5,2023-04-28
CUST0421,61,user421@,Belgique,PRD020,Électronique,46.67,2023-08-09
CUST0422,22,user422@yaho.com,USA,PRD014,Électronique,66.18,2023-08-19
CUST0423,45,user423@,,PRD015,Maison,35.79,2023-02-22
CUST0424,21,user424@,Belgique,PRD004,Mode,49.63,2023-10-22
CUST0425,48,user425@gmail.com,France,PRD026,Électronique,76.24,2023-08-21
CUST0426,42,user426@hotmail.com,France,PRD019,Alimentation,31.03,2023-06-07
CUST0427,66,user427@,Canada,PRD005,Électronique,6.76,2023-09-26
CUST0428,37,user428@,Canada,PRD018,Alimentation,57.33,2023-01-21
CUST0429,24,user429@gmail.com,France,PRD024,Sport,44.86,2023-02-22
CUST0430,25,user430@,France,PRD004,Sport,70.22,2023-10-02
CUST0431,59,user431@,USA,PRD002,Alimentation,47.39,
CUST0432,51,user432@gmail.com,USA,PRD026,Mode,37.91,2023-10-08
CUST0433,23,user433@yaho.com,Canada,PRD000,Électronique,48.48,2023-08-02
CUST0434,22,user434@yaho.com,France,PRD025,Électronique,71.86,2023-01-31
CUST0435,56,user435@,France,PRD027,Sport,61.51,2023-07-02
CUST0436,21,user436@,France,PRD005,Alimentation,1.32,2023-01-23
CUST0437,62,user437@hotmail.com,USA,PRD014,Électronique,53.72,2023-02-01
CUST0438,56,user438@,France,PRD001,Électronique,54.72,2023-03-15
CUST0439,22,user439@hotmail.com,Canada,PRD028,Mode,49.64,2023-01-10
CUST0440,22,user440@yaho.com,France,PRD002,Maison,37.78,2023-02-23
CUST0441,200,user441@,Canada,PRD016,Sport,73.89,2023-02-21
CUST0442,38,user442@,Canada,PRD024,Sport,74.88,2023-05-28
CUST0443,38,user443@gmail.com,USA,PRD023,Maison,5.94,2023-06-09
CUST0444,62,user444@,France,PRD011,Électronique,34.04,2023-01-14
CUST0445,69,user445@yaho.com,France,PRD017,Mode,47.11,2023-06-27
CUST0446,200,user446@,France,PRD014,Mode,68.97,2023-02-22
CUST0447,59,user447@hotmail.com,USA,PRD011,Sport,50.7,2023-01-22
CUST0448,38,user448@,USA,PRD015,Mode,36.33,2023-01-30
CUST0449,22,user449@hotmail.com,Canada,PRD026,Maison,64.19,2023-07-10
CUST0450,60,user450@gmail.com,Canada,PRD007,Électronique,45.77,2023-09-17
CUST0451,48,user451@,Canada,PRD027,Maison,47.65,2023-07-24
CUST0452,41,user452@gmail.com,France,PRD013,Alimentation,49.46,2023-02-28
CUST0453,67,user453@gmail.com,USA,PRD024,Sport,61.49,2023-09-21
CUST0454,24,user454@,Belgique,PRD016,Mode,43.83,2023-01-12
CUST0455,44,user455@hotmail.com,Belgique,PRD028,Alimentation,63.74,2023-04-29
CUST0456,18,user456@,Canada,PRD020,Mode,48.54,2023-10-17
CUST0457,43,user457@hotmail.com,France,PRD007,Électronique,28.66,2023-09-05
CUST0458,21,user458@gmail.com,France,PRD014,Électronique,-10.0,2023-05-07
CUST0459,24,user459@yaho.com,,PRD026,Électronique,29.7,2023-03-16
CUST0460,24,user460@,France,PRD013,Mode,50.82,2023-07-23
CUST0461,53,user461@yaho.com,Canada,PRD017,Alimentation,66.59,2023-02-18
CUST0462,58,user462@hotmail.com,France,PRD019,Électronique,28.53,2023-03-20
CUST0463,49,user463@,Belgique,PRD006,Alimentation,57.29,2023-08-29
CUST0464,-1,user464@yaho.com,France,PRD002,Mode,33.42,2023-06-03
CUST0465,38,user465@yaho.com,Belgique,PRD028,Alimentation,54.03,2023-10-01
CUST0466,33,user466@,,PRD011,Mode,67.2,2023-04-06
CUST0467,65,user467@yaho.com,France,PRD020,Mode,7.41,2023-08-02
CUST0468,30,user468@,Canada,PRD023,Sport,27.71,2023-10-21
CUST0469,-1,user469@yaho.com,Belgique,PRD027,Mode,42.62,2023-07-28
CUST0470,18,user470@gmail.com,Canada,PRD025,Mode,56.3,2023-03-29
CUST0471,-1,user471@,USA,PRD002,Maison,46.67,
CUST0472,20,user472@gmail.com,,PRD019,Électronique,49.08,2023-09-21
CUST0473,66,user473@gmail.com,France,PRD013,Sport,90.86,
CUST0474,46,user474@yaho.com,France,PRD014,Sport,25.75,2023-06-06
CUST0475,200,user475@hotmail.com,France,PRD024,Sport,72.71,2023-06-05
CUST0476,22,user476@gmail.com,Canada,PRD029,Maison,43.0,2023-05-19
CUST0477,48,user477@gmail.com,France,PRD013,Mode,-10.0,2023-05-01
CUST0478,-1,user478@gmail.com,Belgique,PRD006,Électronique,92.58,2023-03-06
CUST0479,46,user479@hotmail.com,Canada,PRD016,Alimentation,63.77,2023-04-17
CUST0480,52,user480@hotmail.com,Belgique,PRD029,Mode,57.45,2023-05-27
CUST0481,56,user481@gmail.com,,PRD011,Maison,81.98,2023-05-17
CUST0482,42,user482@hotmail.com,France,PRD019,Mode,72.5,2023-06-11
CUST0483,52,user483@hotmail.com,France,PRD003,Mode,-10.0,2023-04-10
CUST0484,49,user484@hotmail.com,,PRD008,Maison,55.89,
CUST0485,67,user485@,Belgique,PRD005,Sport,15.65,2023-05-21
CUST0486,20,user486@gmail.com,Canada,PRD015,Sport,39.2,2023-03-24
CUST0487,33,user487@hotmail.com,Belgique,PRD024,Électronique,56.28,2023-06-26
CUST0488,-1,user488@,France,PRD027,Électronique,37.96,2023-07-17
CUST0489,66,user489@yaho.com,USA,PRD021,Sport,55.47,2023-04-22
CUST0490,42,user490@yaho.com,,PRD021,Alimentation,49.73,2023-02-25
CUST0491,51,user491@hotmail.com,Canada,PRD020,Mode,60.73,2023-06-28
CUST0492,33,user492@gmail.com,France,PRD020,Alimentation,41.52,2023-07-05
CUST0493,28,user493@hotmail.com,Canada,PRD001,Mode,31.2,2023-08-06
CUST0494,43,user494@yaho.com,Belgique,PRD023,Sport,79.56,
CUST0495,37,user495@gmail.com,France,PRD007,Électronique,40.09,2023-08-05
CUST0496,49,user496@gmail.com,USA,PRD010,Électronique,63.2,2023-04-30
CUST0497,22,user497@yaho.com,France,PRD012,Alimentation,78.7,2023-06-24
CUST0498,-1,user498@,USA,PRD016,Électronique,53.25,2023-01-23
CUST0499,200,user499@,Belgique,PRD007,Sport,32.87,2023-08-01
CUST0304,57,user304@yaho.com,Belgique,PRD025,Électronique,31.74,2023-01-20
CUST0340,44,user340@hotmail.com,France,PRD009,Alimentation,41.32,2023-01-13
CUST0047,46,user47@hotmail.com,Canada,PRD028,Mode,45.92,
CUST0067,61,user67@,Belgique,PRD010,Alimentation,56.95,2023-09-19
CUST0479,46,user479@hotmail.com,Canada,PRD016,Alimentation,63.77,2023-04-17
CUST0485,67,user485@,Belgique,PRD005,Sport,15.65,2023-05-21
CUST0310,42,user310@yaho.com,USA,PRD010,Sport,45.27,2023-06-03
CUST0031,27,user31@yaho.com,USA,PRD025,Alimentation,98.27,2023-05-29
CUST0249,64,user249@gmail.com,Canada,PRD026,Sport,27.45,2023-10-12
CUST0090,24,user90@gmail.com,France,PRD022,Sport,46.0,2023-05-16
