UserID,Age,Email,Pays,Produit,Catégorie,Prix,DateAchat,EmailValide
CUST0487,33,user487@hotmail.com,Belgique,PRD024,Électronique,56.28,2023-06-26,True
CUST0489,66,user489@yaho.com,USA,PRD021,Sport,55.47,2023-04-22,True
CUST0490,42,user490@yaho.com,,PRD021,Alimentation,49.73,2023-02-25,True
CUST0491,51,user491@hotmail.com,Canada,PRD020,Mode,60.73,2023-06-28,True
CUST0492,33,user492@gmail.com,France,PRD020,Alimentation,41.52,2023-07-05,True
CUST0493,28,user493@hotmail.com,Canada,PRD001,Mode,31.2,2023-08-06,True
CUST0494,43,user494@yaho.com,Belgique,PRD023,Sport,79.56,,True
CUST0495,37,user495@gmail.com,France,PRD007,Électronique,40.09,2023-08-05,True
CUST0496,49,user496@gmail.com,USA,PRD010,Électronique,63.2,2023-04-30,True
CUST0497,22,user497@yaho.com,France,PRD012,Alimentation,78.7,2023-06-24,True
